type,pos,headword,freq,range
afobado,,,2,1
afocinha,,,2,1
afocinhando,,,1,1
afofam,,,1,1
afofe,,,1,1
afofo,,,4,1
afoga,,,27,1
afogada,,,7,1
afogadas,,,1,1
afogado,,,13,1
afogados,,,3,1
afogam,,,6,1
afogamos,,,1,1
afogando,,,30,1
afogar,,,43,1
afogaram,,,3,1
afogarem,,,1,1
afogo,,,6,1
afogou,,,5,1
afogue,,,1,1
afoguei,,,4,1
afogueirado,,,1,1
afogá,,,4,1
afoio,,,1,1
afoita,,,7,1
afoite,,,2,1
afoito,,,27,1
afoitos,,,2,1
afonso,,,8,1
afora,,,556,1
aforriado,,,1,1
afortunado,,,1,1
aforça,,,1,1
afrescalhada,,,2,1
afrescalhado,,,1,1
africana,,,8,1
africanas,,,1,1
africano,,,4,1
africanos,,,4,1
afro,,,2,1
afronta,,,19,1
afrontar,,,1,1
afronte,,,14,1
afronteirado,,,1,1
afrontes,,,1,1
afrouchar,,,2,1
afrouxa,,,52,1
afrouxam,,,1,1
afrouxando,,,4,1
afrouxar,,,13,1
afrouxaram,,,1,1
afrouxava,,,1,1
afrouxe,,,4,1
afrouxei,,,12,1
afrouxemo,,,3,1
afrouxemos,,,1,1
afrouxo,,,17,1
afrouxou,,,4,1
afroxa,,,6,1
afroxava,,,2,1
afroxei,,,1,1
afroxemo,,,2,1
afroxo,,,2,1
afroxou,,,4,1
afroxá,,,2,1
afróxa,,,1,1
afróxo,,,6,1
aftosa,,,1,1
afuera,,,7,1
afugenta,,,2,1
afugentando,,,2,1
afugentar,,,7,1
afugento,,,1,1
afunda,,,5,1
afundando,,,6,1
afundar,,,2,1
afundaram,,,1,1
afundei,,,2,1
afundo,,,2,1
afundou,,,14,1
afundá,,,4,1
afurna,,,3,1
afável,,,5,1
afã,,,5,1
afóra,,,1,1
aga,,,1,1
agacha,,,18,1
agachada,,,2,1
agachado,,,10,1
agachando,,,1,1
agacho,,,5,1
agachou,,,4,1
agachá,,,1,1
agaita,,,1,1
agaité,,,2,1
agalopito,,,1,1
agararam,,,1,1
agarra,,,214,1
agarrada,,,7,1
agarradinha,,,5,1
agarradinho,,,84,1
agarradinhos,,,2,1
agarradita,,,1,1
agarradito,,,13,1
agarrado,,,113,1
agarrador,,,2,1
agarrados,,,5,1
agarram,,,5,1
agarrando,,,27,1
agarrar,,,39,1
agarraram,,,8,1
agarras,,,1,1
agarrava,,,6,1
agarre,,,11,1
agarrei,,,34,1
agarrem,,,3,1
agarremo,,,8,1
agarremos,,,3,1
agarro,,,104,1
agarrou,,,35,1
agarrá,,,7,1
agarrão,,,1,1
agarrô,,,1,1
agasalha,,,9,1
agasalhados,,,1,1
agasalhar,,,9,1
agasalhas,,,1,1
agasalhava,,,2,1
agasalho,,,23,1
agasalhos,,,1,1
agasalhou,,,2,1
agauchado,,,1,1
agaúcha,,,1,1
agaúcho,,,1,1
age,,,11,1
ageitada,,,1,1
ageitei,,,2,1
agem,,,1,1
agencia,,,1,1
agenda,,,10,1
agendinha,,,1,1
agendou,,,1,1
agente,,,42,1
agia,,,1,1
agiganta,,,38,1
agigantam,,,1,1
agigante,,,1,1
agiganto,,,2,1
agigantou,,,1,1
agilidade,,,3,1
agindo,,,6,1
agiota,,,1,1
agir,,,9,1
agira,,,2,1
agirmos,,,1,1
agisse,,,1,1
agita,,,65,1
agitada,,,5,1
agitadas,,,1,1
agitado,,,8,1
agitam,,,4,1
agitamos,,,1,1
agitando,,,20,1
agitar,,,23,1
agitas,,,1,1
agite,,,2,1
agito,,,13,1
agitou,,,3,1
agitá,,,3,1
aglomerada,,,2,1
aglomerados,,,2,1
aglomerou,,,2,1
agnoletto,,,1,1
ago,,,2,1
agoa,,,4,1
agonia,,,38,1
agoniado,,,3,1
agoniando,,,1,1
agonias,,,5,1
agoniza,,,7,1
agonizam,,,1,1
agonizando,,,5,1
agonizante,,,1,1
agonizo,,,1,1
agora,,,2180,1
agoranão,,,4,1
agoraque,,,2,1
agorar,,,3,1
agorento,,,1,1
agoro,,,1,1
agosto,,,119,1
agostos,,,3,1
agota,,,1,1
agourava,,,1,1
agourenta,,,4,1
agourentas,,,1,1
agourento,,,3,1
agouro,,,10,1
agraciado,,,2,1
agrada,,,228,1
agradam,,,8,1
agradando,,,14,1
agradar,,,34,1
agradava,,,6,1
agrade,,,8,1
agradece,,,44,1
agradecemos,,,1,1
agradecendo,,,13,1
agradecer,,,35,1
agradeceram,,,1,1
agradeceria,,,13,1
agradeceu,,,7,1
agradeci,,,9,1
agradecia,,,3,1
agradecida,,,2,1
agradecidas,,,1,1
agradecido,,,17,1
agradecidos,,,2,1
agradecimento,,,9,1
agradeco,,,1,1
agradei,,,9,1
agrademos,,,1,1
agradeça,,,7,1
agradeço,,,210,1
agrado,,,154,1
agrados,,,1,1
agradou,,,22,1
agradá,,,1,1
agradáveis,,,1,1
agradável,,,1,1
agradão,,,4,1
agraia,,,1,1
agranda,,,63,1
agrandam,,,8,1
agrandar,,,2,1
agrandaram,,,2,1
agrandava,,,2,1
agrando,,,9,1
agrandá,,,2,1
agranel,,,1,1
agranfinada,,,2,1
agrarradito,,,1,1
agrava,,,2,1
agravada,,,2,1
agravios,,,6,1
agravos,,,2,1
agredida,,,1,1
agredido,,,3,1
agrediu,,,3,1
agrega,,,1,1
agregado,,,5,1
agregados,,,2,1
agregando,,,2,1
agregar,,,6,1
agressor,,,1,1
agressão,,,1,1
agressões,,,2,1
agreste,,,9,1
agrestes,,,1,1
agricula,,,2,1
agricultor,,,18,1
agricultores,,,2,1
agricultura,,,10,1
agrida,,,2,1
agride,,,8,1
agridem,,,2,1
agripino,,,1,1
agrisalhada,,,1,1
agritalhado,,,5,1
agrnda,,,1,1
agronegócio,,,4,1
agronomia,,,4,1
agropecuária,,,1,1
agropecuário,,,1,1
agrupa,,,2,1
agrupado,,,1,1
agrupam,,,1,1
agrupamo,,,1,1
agrupei,,,1,1
agrupo,,,1,1
agrura,,,1,1
agruras,,,6,1
agrária,,,1,1
agrário,,,1,1
agrônomos,,,1,1
agua,,,72,1
aguaceira,,,4,1
aguaceiro,,,51,1
aguaceiros,,,4,1
aguacero,,,1,1
aguachado,,,3,1
aguada,,,87,1
aguadas,,,66,1
aguadita,,,1,1
aguando,,,5,1
aguanta,,,1,1
aguanxumadas,,,1,1
aguapes,,,5,1
aguapezal,,,4,1
aguapé,,,50,1
aguapés,,,29,1
aguarda,,,9,1
aguardam,,,2,1
aguardando,,,5,1
aguardar,,,3,1
aguardasse,,,1,1
aguardava,,,9,1
aguarde,,,2,1
aguardem,,,1,1
aguardente,,,9,1
aguardo,,,8,1
aguas,,,20,1
aguateiro,,,11,1
aguatero,,,1,1
aguayo,,,1,1
aguazinha,,,1,1
aguchismo,,,1,1
aguda,,,6,1
agudas,,,1,1
agudo,,,4,1
agudos,,,1,1
aguenta,,,76,1
aguentada,,,1,1
aguentador,,,1,1
aguentam,,,3,1
aguentamo,,,1,1
aguentando,,,51,1
aguentar,,,73,1
aguentaram,,,1,1
aguentasse,,,1,1
aguentava,,,3,1
aguente,,,15,1
aguentei,,,17,1
aguento,,,75,1
aguentou,,,8,1
aguentá,,,9,1
aguerrida,,,2,1
aguerrido,,,18,1
agueta,,,2,1
aguetá,,,1,1
agueüentar,,,1,1
aguiar,,,16,1
aguinha,,,1,1
aguita,,,1,1
aguitarra,,,1,1
agulha,,,9,1
agulhas,,,1,1
agum,,,1,1
agurizada,,,1,1
aguça,,,14,1
aguçada,,,1,1
aguçado,,,3,1
aguçam,,,1,1
aguçando,,,1,1
aguçou,,,1,1
agá,,,1,1
agí,,,1,1
agônia,,,2,1
agôro,,,1,1
agüeia,,,1,1
agüenta,,,63,1
agüentam,,,2,1
agüentando,,,15,1
agüentar,,,23,1
agüentaste,,,1,1
agüentava,,,3,1
agüente,,,8,1
agüentei,,,4,1
agüento,,,37,1
agüentou,,,3,1
ah,,,420,1
aha,,,4,1
ahaha,,,1,1
ahahaha,,,4,1
ahahuiahaha,,,2,1
ahahuiahahá,,,3,1
aham,,,3,1
ahan,,,44,1
ahh,,,11,1
ahhh,,,7,1
ahhhhhhh,,,1,1
ahi,,,1,1
ahooo,,,1,1
ahora,,,22,1
ahuyentaste,,,5,1
ahá,,,3,1
aháhá,,,8,1
ahí,,,5,1
ai,,,2342,1
aiaiai,,,10,1
aiaiaiai,,,8,1
aico,,,4,1
aida,,,1,1
aids,,,2,1
aiii,,,37,1
aikó,,,2,1
ailton,,,1,1
aimarás,,,1,1
aimore,,,1,1
aimpim,,,1,1
aimé,,,2,1
ainda,,,1974,1
ainde,,,1,1
ainversário,,,1,1
aipim,,,2,1
aire,,,7,1
aires,,,11,1
airosa,,,8,1
airton,,,9,1
ais,,,39,1
aiuhamaiuhamaiuham,,,1,1
aiuhamaiuhamaiuhamaiuha,,,1,1
aiá,,,2,1
aja,,,3,1
ajato,,,3,1
ajeita,,,179,1
ajeitada,,,9,1
ajeitado,,,9,1
ajeitando,,,37,1
ajeitandoum,,,1,1
ajeitar,,,65,1
ajeitava,,,7,1
ajeite,,,6,1
ajeitei,,,16,1
ajeitem,,,5,1
ajeito,,,56,1
ajeitou,,,15,1
ajeitá,,,7,1
ajena,,,2,1
ajeno,,,3,1
ajenos,,,4,1
ajes,,,1,1
ajo,,,1,1
ajoelha,,,50,1
ajoelhada,,,2,1
ajoelhado,,,10,1
ajoelhados,,,3,1
ajoelhando,,,7,1
ajoelhar,,,10,1
ajoelharam,,,1,1
ajoelhei,,,1,1
ajoelho,,,12,1
ajoelhou,,,6,1
ajoelhá,,,3,1
ajoja,,,3,1
ajojada,,,2,1
ajojadas,,,8,1
ajojadita,,,1,1
ajojado,,,28,1
ajojados,,,2,1
ajojam,,,1,1
ajojamento,,,2,1
ajojando,,,2,1
ajojar,,,2,1
ajojaram,,,2,1
ajojava,,,7,1
ajojei,,,1,1
ajojo,,,8,1
ajojos,,,1,1
ajojou,,,1,1
ajorjada,,,1,1
ajorjadado,,,1,1
ajorjado,,,2,1
ajorjamento,,,1,1
ajouja,,,3,1
ajoujada,,,9,1
ajoujadas,,,5,1
ajoujaditos,,,1,1
ajoujado,,,29,1
ajoujam,,,1,1
ajoujo,,,13,1
ajuda,,,151,1
ajudado,,,3,1
ajudai,,,1,1
ajudam,,,6,1
ajudando,,,12,1
ajudante,,,2,1
ajudantes,,,1,1
ajudar,,,103,1
ajudaram,,,4,1
ajudaria,,,1,1
ajudará,,,1,1
ajudas,,,2,1
ajudasse,,,2,1
ajudaste,,,1,1
ajudava,,,11,1
ajude,,,74,1
ajudei,,,28,1
ajudem,,,3,1
ajudo,,,6,1
ajudou,,,38,1
ajudá,,,2,1
ajueita,,,1,1
ajujado,,,1,1
ajujados,,,1,1
ajujo,,,1,1
ajunta,,,9,1
ajuntamento,,,2,1
ajuntando,,,4,1
ajuntar,,,20,1
ajunte,,,1,1
ajuntei,,,3,1
ajunto,,,5,1
ajuntou,,,3,1
ajuntà,,,1,1
ajuntá,,,1,1
ajuricaba,,,6,1
ajusta,,,9,1
ajustado,,,5,1
ajustam,,,2,1
ajustando,,,4,1
ajustar,,,9,1
ajustava,,,10,1
ajuste,,,6,1
ajustei,,,22,1
ajusto,,,11,1
ajustou,,,1,1
ajutório,,,6,1
ajutórios,,,1,1
ajá,,,1,1
aka,,,1,1
al,,,139,1
ala,,,102,1
alababa,,,1,1
alacaia,,,2,1
alacria,,,1,1
alada,,,1,1
alado,,,9,1
alados,,,5,1
alaga,,,1,1
alagadas,,,2,1
alagadiço,,,1,1
alagado,,,13,1
alagar,,,2,1
alagoano,,,1,1
alagoanos,,,1,1
alagoas,,,6,1
alagou,,,2,1
alagrampa,,,6,1
alam,,,3,1
alama,,,2,1
alambicada,,,1,1
alambique,,,15,1
alambrada,,,1,1
alambrado,,,199,1
alambrador,,,33,1
alambrados,,,38,1
alambral,,,1,1
alambram,,,3,1
alambrando,,,9,1
alambrar,,,1,1
alambre,,,3,1
alamedas,,,1,1
alaminuta,,,1,1
alan,,,2,1
alano,,,9,1
alaor,,,3,1
alapucha,,,3,1
alaquitanga,,,4,1
alarde,,,59,1
alardeando,,,2,1
alardeou,,,2,1
alardes,,,1,1
alarga,,,18,1
alargado,,,1,1
alargam,,,2,1
alargamos,,,3,1
alargando,,,10,1
alargar,,,9,1
alargaram,,,4,1
alargo,,,4,1
alargue,,,1,1
alarguei,,,2,1
alarido,,,41,1
alaridos,,,7,1
alarifa,,,1,1
alarife,,,10,1
alarma,,,3,1
alarmado,,,4,1
alarmados,,,4,1
alarmando,,,2,1
alarmar,,,2,1
alarme,,,6,1
alarmenta,,,1,1
alarmento,,,1,1
alarquia,,,2,1
alas,,,16,1
alastra,,,1,1
alastrando,,,2,1
alastrei,,,3,1
alastro,,,3,1
alastrou,,,3,1
alasão,,,1,1
alavanca,,,2,1
alazona,,,6,1
alazão,,,126,1
alaúza,,,2,1
alba,,,4,1
albano,,,1,1
albardão,,,2,1
alberdanha,,,1,1
albergues,,,1,1
alberi,,,51,1
alberto,,,45,1
albine,,,1,1
albino,,,66,1
alborada,,,1,1
albores,,,5,1
alborota,,,1,1
alborotan,,,1,1
alcabo,,,1,1
alcaide,,,2,1
alcaides,,,1,1
alcaidote,,,3,1
alcance,,,35,1
alcancei,,,4,1
alcansa,,,1,1
alcanse,,,1,1
alcanso,,,2,1
alcanza,,,1,1
alcanzar,,,2,1
alcança,,,105,1
alcançada,,,6,1
alcançadas,,,2,1
alcançado,,,3,1
alcançador,,,1,1
alcançam,,,1,1
alcançamos,,,1,1
alcançando,,,14,1
alcançar,,,29,1
alcançaram,,,1,1
alcançarmos,,,1,1
alcançarão,,,1,1
alcançava,,,1,1
alcançe,,,2,1
alcanço,,,14,1
alcançou,,,7,1
alcançá,,,2,1
alcas,,,2,1
alcates,,,2,1
alcatra,,,1,1
alcatre,,,8,1
alcaça,,,1,1
alcaçar,,,1,1
alce,,,8,1
alcei,,,24,1
alceu,,,1,1
alci,,,1,1
alciada,,,4,1
alcimar,,,1,1
alcino,,,1,1
alcochoado,,,3,1
alcool,,,1,1
alcoolismo,,,1,1
alcoviteira,,,1,1
alcunha,,,4,1
alcy,,,2,1
aldebaran,,,3,1
aldeia,,,29,1
aldeias,,,5,1
alderete,,,1,1
aldo,,,16,1
alecrim,,,39,1
alecrins,,,5,1
alegado,,,1,1
alegando,,,4,1
alegar,,,1,1
alegava,,,1,1
alegação,,,4,1
alegia,,,1,1
alegoria,,,1,1
alegra,,,117,1
alegrada,,,1,1
alegram,,,7,1
alegramos,,,1,1
alegrando,,,61,1
alegrar,,,272,1
alegraram,,,1,1
alegrarem,,,2,1
alegrarte,,,1,1
alegrava,,,20,1
alegravam,,,1,1
alegre,,,492,1
alegrei,,,5,1
alegremente,,,5,1
alegrense,,,2,1
alegres,,,14,1
alegrete,,,142,1
alegretense,,,34,1
alegrezito,,,1,1
alegria,,,1426,1
alegriaa,,,1,1
alegrias,,,108,1
alegro,,,6,1
alegrou,,,20,1
alegrá,,,1,1
alegrão,,,1,1
alegró,,,1,1
aleijado,,,7,1
aleijados,,,3,1
aleimar,,,1,1
aleja,,,4,1
alejan,,,1,1
alejo,,,2,1
alejó,,,1,1
aleluia,,,45,1
alem,,,19,1
alemanha,,,4,1
alemazinha,,,1,1
alembra,,,1,1
alembram,,,1,1
alembrando,,,1,1
alembrar,,,2,1
alembras,,,1,1
alembraste,,,1,1
alembrei,,,2,1
alembro,,,5,1
alemenha,,,1,1
alemoa,,,10,1
alemoas,,,2,1
alemã,,,1,1
alemães,,,3,1
alemão,,,17,1
alemãozinho,,,1,1
alentar,,,2,1
alento,,,29,1
alentos,,,2,1
alergia,,,5,1
alero,,,1,1
alerta,,,130,1
alertam,,,1,1
alertando,,,6,1
alertar,,,12,1
alertas,,,7,1
alerte,,,1,1
alerto,,,5,1
alertos,,,1,1
alevanta,,,18,1
alevantar,,,2,1
alevantava,,,4,1
alevante,,,2,1
alevantei,,,1,1
alevanto,,,2,1
alevantou,,,1,1
aleviana,,,1,1
alex,,,11,1
alexandre,,,13,1
alexandrefátima,,,1,1
alexandro,,,1,1
alexânia,,,1,1
alfa,,,2,1
alfabetizado,,,1,1
alfabeto,,,5,1
alface,,,1,1
alfafa,,,11,1
alfaiate,,,1,1
alfarrábio,,,1,1
alfarrábios,,,1,1
alfeu,,,1,1
alfinete,,,1,1
alforge,,,1,1
alforria,,,1,1
alfredo,,,5,1
alganzarra,,,2,1
algarrobas,,,1,1
algarrobo,,,3,1
algazarra,,,18,1
algazarras,,,1,1
algema,,,1,1
algemas,,,5,1
algemiro,,,3,1
algibeira,,,27,1
algo,,,159,1
algodão,,,14,1
algodón,,,11,1
algoz,,,5,1
algozes,,,1,1
algue,,,1,1
alguem,,,19,1
alguien,,,3,1
algum,,,971,1
alguma,,,519,1
algumas,,,76,1
algun,,,8,1
alguna,,,7,1
algunos,,,3,1
alguns,,,236,1
algupem,,,2,1
algué,,,1,1
alguém,,,1084,1
alguêm,,,4,1
algán,,,1,1
algún,,,7,1
alhei,,,1,1
alheia,,,46,1
alheias,,,7,1
alheio,,,88,1
alheios,,,19,1
alheira,,,2,1
alhenação,,,2,1
alho,,,6,1
ali,,,811,1
aliado,,,2,1
aliança,,,49,1
alianças,,,6,1
alicate,,,2,1
alice,,,5,1
alicerce,,,16,1
alicerces,,,11,1
alicerça,,,1,1
alicerçado,,,7,1
alicerçados,,,1,1
alicerçando,,,3,1
alicerçar,,,2,1
alicerçarão,,,1,1
alicerço,,,2,1
alienação,,,2,1
alientos,,,1,1
alijoana,,,1,1
alimal,,,1,1
alimenta,,,44,1
alimentam,,,5,1
alimentando,,,10,1
alimentar,,,24,1
alimentava,,,2,1
alimentação,,,5,1
alimentei,,,5,1
alimento,,,46,1
alimentos,,,1,1
alimentou,,,1,1
alimentícia,,,1,1
aline,,,2,1
alinha,,,4,1
alinhado,,,8,1
alinhados,,,1,1
alinhando,,,4,1
alinhar,,,4,1
alinhava,,,2,1
alinhavando,,,1,1
alinhavava,,,8,1
alinhavo,,,1,1
alinhavos,,,1,1
alinhei,,,1,1
aliquedou,,,2,1
alisa,,,9,1
alisada,,,6,1
alisando,,,21,1
alisar,,,6,1
aliso,,,2,1
alisou,,,2,1
alistava,,,1,1
alivantando,,,1,1
alivia,,,15,1
aliviana,,,3,1
alivianada,,,1,1
aliviando,,,9,1
aliviar,,,38,1
aliviava,,,1,1
alivie,,,5,1
aliviei,,,1,1
alivio,,,3,1
aliviá,,,2,1
aliás,,,4,1
aliçerado,,,1,1
all,,,2,1
alla,,,15,1
alleno,,,1,1
alles,,,1,1
alli,,,4,1
allá,,,66,1
allí,,,5,1
alma,,,3695,1
almade,,,1,1
almamula,,,1,1
almançor,,,1,1
almas,,,197,1
almeida,,,86,1
almeja,,,2,1
almejado,,,1,1
almejei,,,1,1
almenta,,,4,1
almeter,,,1,1
alminha,,,2,1
almir,,,2,1
almiro,,,1,1
almocei,,,6,1
almohada,,,1,1
almoça,,,5,1
almoçar,,,2,1
almoço,,,25,1
alo,,,37,1
alobuna,,,1,1
aloitá,,,2,1
aloja,,,3,1
alojei,,,1,1
alolargo,,,6,1
alombiada,,,1,1
alonga,,,43,1
alongada,,,3,1
alongados,,,1,1
alongam,,,9,1
alongando,,,5,1
alongar,,,7,1
alongo,,,2,1
alonguem,,,1,1
alonjura,,,3,1
alopiando,,,1,1
aloucado,,,2,1
aloujura,,,2,1
alouçada,,,1,1
alouçado,,,1,1
alpaca,,,3,1
alpargartea,,,1,1
alpargata,,,83,1
alpargatas,,,47,1
alpargateado,,,3,1
alpargateando,,,1,1
alpargatita,,,1,1
alpedo,,,7,1
alpendre,,,1,1
alpes,,,3,1
alpincho,,,1,1
alpirio,,,2,1
alpiste,,,1,1
alquem,,,1,1
alquimede,,,1,1
alquimia,,,1,1
alrededor,,,1,1
alta,,,92,1
altair,,,3,1
altaneira,,,18,1
altaneiro,,,84,1
altaneria,,,1,1
altar,,,140,1
altares,,,9,1
altas,,,25,1
alteia,,,1,1
altera,,,4,1
alterado,,,8,1
alterados,,,1,1
alterando,,,2,1
alterar,,,1,1
alteração,,,1,1
alterem,,,1,1
alterna,,,1,1
alternado,,,2,1
alternando,,,1,1
alternativa,,,1,1
alteza,,,3,1
althanagildo,,,1,1
altinho,,,2,1
altiplano,,,3,1
altiplanos,,,1,1
altitude,,,1,1
altiva,,,6,1
altivas,,,4,1
altives,,,2,1
altivez,,,22,1
altivo,,,31,1
alto,,,335,1
altos,,,9,1
altur,,,1,1
altura,,,44,1
alturas,,,41,1
alua,,,2,1
aluada,,,2,1
aluado,,,25,1
alucina,,,11,1
alucinado,,,8,1
alucinados,,,3,1
alucinadão,,,2,1
alucinam,,,2,1
alucinante,,,6,1
alucinações,,,6,1
aludo,,,1,1
aluga,,,3,1
alugando,,,1,1
alugar,,,1,1
alugo,,,12,1
aluguel,,,10,1
aluitei,,,2,1
alum,,,1,1
alumbas,,,1,1
alumbbra,,,2,1
alumbra,,,22,1
alumbraba,,,1,1
alumbrado,,,4,1
alumbrados,,,3,1
alumbram,,,4,1
alumbramento,,,3,1
alumbrando,,,9,1
alumbrar,,,5,1
alumbraron,,,1,1
alumbrava,,,1,1
alumbre,,,1,1
alumbrou,,,2,1
alumia,,,16,1
alumiada,,,2,1
alumiado,,,2,1
alumiando,,,30,1
alumiar,,,11,1
alumiava,,,1,1
aluminar,,,2,1
alumínio,,,1,1
alunas,,,4,1
aluno,,,12,1
alurdes,,,1,1
alusão,,,3,1
alva,,,52,1
alvandy,,,1,1
alvaneio,,,3,1
alvaro,,,2,1
alvará,,,5,1
alvas,,,7,1
alvear,,,2,1
alvenaria,,,1,1
alves,,,70,1
alvguém,,,1,1
alvidar,,,2,1
alvinegros,,,1,1
alvinha,,,1,1
alvisio,,,1,1
alvissareiro,,,4,1
alvo,,,16,1
alvor,,,1,1
alvorada,,,102,1
alvoradas,,,27,1
alvoraçava,,,1,1
alvorecer,,,33,1
alvoreceu,,,2,1
alvoredo,,,3,1
alvores,,,1,1
alvorosso,,,1,1
alvorota,,,42,1
alvorotada,,,15,1
alvorotadas,,,2,1
alvorotam,,,4,1
alvorotando,,,2,1
alvorotar,,,3,1
alvorotaram,,,1,1
alvorotaro,,,1,1
alvorotas,,,1,1
alvorotava,,,1,1
alvorote,,,4,1
alvoroto,,,5,1
alvorotou,,,8,1
alvoroça,,,5,1
alvoroçada,,,2,1
alvoroçando,,,2,1
alvoroçaram,,,4,1
alvoroço,,,103,1
alvoroços,,,3,1
alvoroçou,,,2,1
alvouro,,,2,1
alvícias,,,4,1
alza,,,1,1
alzando,,,1,1
alzira,,,1,1
alzirinha,,,1,1
alzo,,,2,1
alá,,,3,1
alça,,,65,1
alçada,,,19,1
alçadas,,,6,1
alçado,,,96,1
alçados,,,5,1
alçam,,,3,1
alçando,,,4,1
alçapão,,,14,1
alçar,,,19,1
alçaram,,,1,1
alças,,,7,1
alçava,,,1,1
alço,,,66,1
alçou,,,10,1
aléia,,,1,1
além,,,408,1
aléx,,,3,1
alí,,,30,1
alívio,,,1,1
alô,,,141,1
am,,,10,1
ama,,,530,1
amacia,,,1,1
amaciadas,,,1,1
amaciando,,,1,1
amaciar,,,1,1
amaciaste,,,1,1
amada,,,581,1
amadas,,,5,1
amadeus,,,4,1
amado,,,153,1
amador,,,1,1
amados,,,6,1
amadrinha,,,32,1
amadrinhada,,,11,1
amadrinhadas,,,2,1
amadrinhado,,,8,1
amadrinhador,,,29,1
amadrinham,,,1,1
amadrinhando,,,53,1
amadrinhar,,,16,1
amadrinharem,,,1,1
amadrinhava,,,4,1
amadrinhe,,,2,1
amadrinhei,,,1,1
amadrinho,,,6,1
amadrinhou,,,1,1
amadurece,,,2,1
amadurecem,,,7,1
amadureceu,,,1,1
amadurecidos,,,1,1
amaga,,,1,1
amagadas,,,2,1
amagando,,,5,1
amail,,,1,1
amaina,,,1,1
amalandra,,,4,1
amaldiã,,,1,1
amaldiçoado,,,2,1
amam,,,12,1
amambay,,,1,1
amamenta,,,2,1
amamentando,,,2,1
amamentar,,,4,1
amamentara,,,2,1
amamentei,,,1,1
amamentou,,,2,1
amamos,,,27,1
aman,,,1,1
amananciador,,,1,1
amanbáy,,,1,1
amancalo,,,1,1
amancei,,,2,1
amancio,,,2,1
amanda,,,7,1
amando,,,139,1
amandola,,,17,1
amanece,,,1,1
amanecer,,,18,1
amanecida,,,4,1
amanecí,,,2,1
amanezca,,,2,1
amanha,,,18,1
amanhacendo,,,4,1
amanhacer,,,2,1
amanhaceu,,,1,1
amanhcer,,,1,1
amanhe,,,2,1
amanhece,,,125,1
amanheceer,,,1,1
amanhecem,,,2,1
amanhecemo,,,9,1
amanhecendo,,,10,1
amanhecer,,,272,1
amanheceram,,,3,1
amanheceu,,,73,1
amanheci,,,30,1
amanhecia,,,17,1
amanheciam,,,2,1
amanhecido,,,8,1
amanhecidos,,,2,1
amanhecê,,,3,1
amanheça,,,5,1
amanheço,,,71,1
amanhã,,,390,1
amanhãnzinha,,,1,1
amanhãs,,,1,1
amansa,,,87,1
amansada,,,6,1
amansado,,,5,1
amansador,,,25,1
amansam,,,6,1
amansando,,,10,1
amansar,,,74,1
amansasse,,,4,1
amansassem,,,1,1
amansava,,,3,1
amanse,,,5,1
amansei,,,54,1
amanso,,,47,1
amansou,,,20,1
amanssa,,,2,1
amanssar,,,2,1
amansá,,,7,1
amansô,,,1,1
amante,,,60,1
amantes,,,55,1
amanuceio,,,1,1
amanuciada,,,1,1
amanuciando,,,2,1
amanuciar,,,6,1
amanuciei,,,2,1
amanuciá,,,3,1
amanuncia,,,4,1
amanunciado,,,1,1
amanunciando,,,10,1
amanunciar,,,8,1
amanunciei,,,9,1
amanunseio,,,1,1
amanunsiada,,,1,1
amanunsiando,,,1,1
amanunsiar,,,7,1
amanuseando,,,1,1
amanusear,,,4,1
amanuseio,,,2,1
amanusia,,,4,1
amança,,,4,1
amançou,,,2,1
amapá,,,2,1
amar,,,1083,1
amaral,,,54,1
amaram,,,4,1
amarante,,,5,1
amaranto,,,16,1
amarato,,,1,1
amarei,,,17,1
amarela,,,61,1
amarelada,,,2,1
amareladas,,,3,1
amarelado,,,10,1
amarelando,,,4,1
amarelar,,,1,1
amarelas,,,13,1
amarelava,,,2,1
amarelida,,,5,1
amarelido,,,1,1
amarelinhas,,,1,1
amarelinho,,,3,1
amarelito,,,1,1
amarelo,,,61,1
amarelos,,,2,1
amarem,,,2,1
amaremos,,,3,1
amarfanhada,,,2,1
amarga,,,117,1
amargada,,,1,1
amargado,,,3,1
amargam,,,4,1
amargamente,,,5,1
amargando,,,16,1
amargar,,,7,1
amargas,,,19,1
amargo,,,547,1
amargor,,,3,1
amargos,,,24,1
amargou,,,8,1
amarguear,,,1,1
amarguei,,,1,1
amargueio,,,1,1
amarguinha,,,1,1
amargura,,,57,1
amargurada,,,4,1
amargurado,,,29,1
amargurados,,,1,1
amargurando,,,7,1
amarguras,,,26,1
amarguro,,,1,1
amargurou,,,2,1
amaricanas,,,1,1
amarilho,,,2,1
amarilhos,,,1,1
amarillo,,,1,1
amarillos,,,2,1
amarmos,,,6,1
amaro,,,30,1
amarra,,,63,1
amarrada,,,8,1
amarrado,,,41,1
amarrados,,,2,1
amarram,,,2,1
amarrando,,,2,1
amarrar,,,17,1
amarrarão,,,1,1
amarras,,,35,1
amarrava,,,1,1
amarração,,,1,1
amarre,,,13,1
amarrei,,,19,1
amarro,,,18,1
amarrota,,,2,1
amarrotada,,,2,1
amarrotado,,,4,1
amarrotados,,,3,1
amarrotar,,,1,1
amarrotaram,,,1,1
amarrou,,,8,1
amarrá,,,1,1
amarte,,,1,1
amará,,,1,1
amas,,,50,1
amaseio,,,3,1
amasiada,,,1,1
amasiado,,,2,1
